Store Name,Street1,Street2,City,State,Zip,County,Phone
MSSC Pharmacy Inc,4407 Broadway,,New York,NY,10040,New York,212-543-2336
Mt Carmel Pharmacy Inc,705 East 187Th St.,Abs377769,Bronx,NY,10458,Bronx,718-364-6100
Mulberry Pharmacy Inc,87 Mulberry St,,New York,NY,10013,New York,212-693-6688
MVM Pharmacy Incorporated,800 E 138Th Street,,Bronx,NY,10454,Bronx,718-665-6337
My Best Pharmacy Inc,263 E Tremont Ave,,Bronx,NY,10457,Bronx,718-618-0188
MY BEST RX INC,567 W 207Th Street,,New York,NY,10034,New York,212-544-0020
My Family Pharmacy Inc,9608 Northern Blvd,Abs768133,Corona,NY,11368,Queens,718-440-9201
MY HEALTH PHARMACY INC,1210 Webster Ave,,Bronx,NY,10456,Bronx,718-304-9994
MY HOPE PHARMACY LLC,141 14 Northern Blvd,,Flushing,NY,11354,Queens,718-353-8202
MY PHARMACY INC,523 Malcolm X Blvd,,New York,NY,10037,New York,212-281-7408
MY UNIQUE PHARMACY INC,810 55Th St,,Brooklyn,NY,11220,Kings,347-295-1185
MYDESH INC,581 State Route 17M,,Monroe,NY,10950,Orange,845-395-0909
Myrtle Drugs Inc,5518 Myrtle Avenue,,Ridgewood,NY,11385,Queens,718-366-6171
MYRTLE EXPRESS PHARMACY INC,6416 Myrtle Avenue,,Glendale,NY,11385,Queens,929-298-0281
MYRTLE MEDS INC,76 17 Myrtle Ave,,Glendale,NY,11385,Queens,718-650-3526
Myrtle Pharmacy Inc,446A Myrtle Ave,Abs560862,Brooklyn,NY,11205,Kings,718-237-4444
Myrtle RX LLC,1454 Myrtle Avenue,,Brooklyn,NY,11237,Kings,718-453-6200
MYTH SERVICES INC,680 Courtlandt Ave,,Bronx,NY,10451,Bronx,718-701-3907
MYVEN WELLNESS CORP,35-35B Junction Blvd,,Corona,NY,11368,Queens,718-779-8050
N and B Pharmacy Inc,118-29A Metropolitan Ave.,,Kew Gardens,NY,11415,Queens,718-487-8100
NAC RX INC,1636 Hillside Ave,,Jamaica,NY,11432,Queens,347-454-9032
Naima Pharmacy Corp,82-10 37Th Ave.,,Jackson Heights,NY,11372,Queens,718-205-5001
Narayan Pharmacy 3 LLC,175 Memorial Highway Suite 1-14,,New Rochelle,NY,10801,Westchester,914-365-7099
NASSAU PHARMACY INC,3541 Us Route 20,,Nassau,NY,12123,Rensselaer,518-766-2707
NATE CARE INC,7211 5Th Ave,,Brooklyn,NY,11209,Kings,347-560-6866
Nates Pharmacy Corp,200 E 125Th Street,,New York,NY,10035,New York,212-995-9400
NATIONAL MEDICAL and SURGICAL SUPPLY INC,73 03 Main Street,,Flushing,NY,11367,Queens,718-969-0006
National Pharmacy Corp,40-15 National Street,,Corona,NY,11368,Queens,718-779-9080
National RX Pharma Inc,101-11 Roosevelt Ave Suite 1,,Corona,NY,11368,Queens,718-779-6600
Natures Prescriptions  LLC,5-29 50Th Avenue,,Long Island City,NY,11101,Queens,718-786-8555
Naz Pharmacy Inc,731 Coney Island Avenue,,Brooklyn,NY,11218,Kings,718-284-4200
NEEL PATH LLC,6845 State Route 434,,Apalachin,NY,13732,Tioga,607-625-2129
NEIGHBOR CARE PHARMACY INC,2315 65Th Street,,Brooklyn,NY,11204,Kings,718-336-4772
Neighborhood Chemists Corp,66-02 99Th Street,,Rego Park,NY,11374,Queens,718-997-1700
Neighborhood Rx,100-23 Queens Blvd,,Forest Hills,NY,11375,Queens,718-997-6700
Neilaarshi Healthcare LLC,3750 Broadway,,New York,NY,10032,New York,212-368-5511
NELROY DRUGS INC,88-28 Parsons Boulevard,,Jamaica,NY,11432,Queens,718-297-1345
NEREID RX CORP,4396 White Plains Rd,,Bronx,NY,10466,Bronx,347-899-8350
Nevins Drugs Inc,326 Livingston St,,Brooklyn,NY,11217,Kings,718-834-9884
NEW AMSTERDAM DRUG MART INC,698 Amsterdam Ave,,New York,NY,10025,New York,212-865-9700
New Anz Corp,1663 Metropolitan Ave,Abs768414,Bronx,NY,10462,Bronx,718-931-6699
NEW BROOKLYN PHARMACY INC,1675 Flatbush Avenue,,Brooklyn,NY,11210,Kings,347-462-4662
NEW DORP PHARMACY CORP,62 New Dorp Plaza,Abs718291,Staten Island,NY,10306,Richmond,718-667-6668
New Generation Pharmacy LLC,31-33 Oliver Street,,New York,NY,10038,New York,212-227-9129
NEW GRACE PHARMACY LLC,10 Grace Ave,,Great Neck,NY,11021,Nassau,516-472-7688
New Hollis Inc,188-06A Jamaica Ave.,,Hollis,NY,11423,Queens,718-776-8505
New Horizon Pharmacy Corp,45-60 43Rd Street,,Sunnyside,NY,11104,Queens,718-349-6767
New Island Pharmacy Inc,1912 A Deer Park Ave,,Deer Park,NY,11729,Suffolk,631-392-4800
NEW LOTS CARE PHARMACY INC,404 New Lots Ave,,Brooklyn,NY,11207,Kings,718-484-0700
New Lots Pharmacy Corp,475 New Lots Avenue,,Brooklyn,NY,11207,Queens,718-272-4566
New Moon Pharmacy Inc,109-14 Liberty Ave,,South Richmond Hill,NY,11419,Queens,718-738-0302
New Pelham Parkway Pharmacy,1469 Beach Avenue,,Bronx,NY,10460,Bronx,718-409-0908
New Rochelle Prescription Center,551 Main St,,New Rochelle,NY,10801,Westchester,914-636-2225
NEW RONSON DRUG INC,239 Utica Ave,,Brooklyn,NY,11213,Kings,718-756-7401
New SNS Corp,2109 Nostrand Ave,,Brooklyn,NY,11210,Kings,718-421-3600
NEW UTRECHT PHARMACY INC,4624 New Utrecht Ave,,Brooklyn,NY,11219,Kings,718-436-9300
New World Pharmacy Inc,136-20 Roosevelt Ave,,Flushing,NY,11354,Queens,718-961-8292
New York Flushing Pharmacy LLC,157-10 Northern Blvd,Abs739871,Flushing,NY,11354,Queens,718-461-7200
NEWBURGH PHARMACY INC,600 Broadway Unit 1,,Newburgh,NY,12550,Orange,845-561-1771
Newcare Pharmacy Inc,"36-20 Union Street, Ste:1",,Flushing,NY,11354,,718-886-3488
Newgen  Pharmacy Inc,12A Pell Stree,Abs743667,New York,NY,10013,New York,212-349-1857
Newkirk Pharmacy Inc,1402 Newkirk Avenue,,Brooklyn,NY,11226,Kings,718-434-0931
Newman Lyman Drug Co Inc,3901 Broadway,,New York,NY,10032,New York,212-923-7617
Newtown Pharmacy Inc,2804 31St St,Abs717195,Astoria,NY,11102,Queens,718-728-9100
NewYorkDrugs and SurgicalsInc,6112 5Th Ave,Abs758814,Brooklyn,NY,11220,Kings,718-439-4966
Nextgen Pharmacy Corp,2483 86Th Street,,Brooklyn,NY,11214,Kings,718-676-9191
NIAGARA APOTHECARY INC,8745 Niagara Falls Blvd,,Niagara Falls,NY,14304,Niagara,716-297-3530
NICHOLSON PHARMACY INC,36 Schuyler Street,,Belmont,NY,14813,Allegany,585-268-7287
Nikos Pharmacy Inc,2501 Ditmars Boulevard,,Astoria,NY,11105,Queens,718-777-1110
NILE CITY PHARMACY INC,4010 25Th Ave,,Astoria,NY,11103,Queens,718-685-2880
NILE EXPRESS PHARMACY INC,1950 Bath Ave,,Brooklyn,NY,11214,Kings,718-928-7720
NILE RIDGE PHARMA CORP,6922 4Th Avenue,,Brooklyn,NY,11209,Kings,718-333-5746
Nile Rx Pharmacy Inc,6924 4Th Avenue,,Brooklyn,NY,11209,Kings,718-333-5286
NILKANTH PHARMACY LLC,321 Saw Mill River Road,,Yonkers,NY,10701,Westchester,914-613-9374
NISAR Pharmacy Inc,253B East 149Th Street,,Bronx,NY,10451,Bronx,718-402-9104
NMS Drugs Inc,199 Dyckman St,,New York,NY,10040,New York,212-567-1331
NOOR PHARMA LLC,74-01 101 Avenue,,Ozone Park,NY,11416,Queens,718-296-7777
Normandy 2 Inc,543 Lenox Ave,,New York,NY,10037,New York,212-283-2136
NORTH BRONX RX INC,4166 White Plains Rd,,Bronx,NY,10466,Bronx,718-925-4114
Norwood Pharmacy Inc,2490 Frederick Douglass Blvd,,New York,NY,10030,New York,718-231-6611
Nostrand Drug Corp,2918 Avenue J,,Brooklyn,NY,11210,Kings,718-253-1700
Nostrand Health Pharmacy Inc,3901 Nostrand Ave,,Brooklyn,NY,11235,Kings,718-559-0887
Nostrand Houses Pharmacy LLC,3031 Ave V,Abs722551,Brooklyn,NY,11229,Kings,718-332-0040
Nostrand Rx Inc,524 Nostrand Ave,,Brooklyn,NY,11216,Kings,718-230-3009
NOSTRAND RX PHARMACY INC,385 Nostrand Ave,,Brooklyn,NY,11216,Kings,718-484-2321
NOVO JSW CORP,45-64 Bell Boulevard,,Bayside,NY,11361,Queens,718-225-1923
NP Pharmacy Inc,682 Grand Street,Abs407621,Brooklyn,NY,11211,Kings,718-387-2665
NPA Pharmaceuticals LLC,1717 Foster Ave,,Brooklyn,NY,11230,Kings,718-724-1717
NPL Drugs Inc,6602 Ave U,Abs758564,Brooklyn,NY,11234,Kings,718-444-7200
NSD PHARMACY CORP,495 S Broadway,,Hicksville,NY,11801,Nassau,516-396-0608
NTS PHARMACY INC,306 East 149Th St,,Bronx,NY,10451,Bronx,718-684-1595
NU EDGE PHARMACY INC,7707 Fifth Avenue,,Brooklyn,NY,11209,Kings,718-748-4082
NuCare Pharmacy Inc,1789 1St  Ave,,New York,NY,10128,New York,212-426-9300
Nucare Pharmacy West LLC,250 9Th. Ave.,,New York,NY,10001,New York,212-462-2525
Nuestra Farmacia Inc,85-24 37Th Avenue,,Queens,NY,11372,Queens,718-424-3333
Nueva Luz Pharmacy Inc,80-09 - 37 Ave,Abs769398,Queens,NY,11372,Queens,718-406-9040
Nueva Vida Pharmacy,8125 37Th Ave,Abs407238,Jackson Heights,NY,11372,Queens,718-899-0200
Nueva Vida Pharmacy,8125 37Th Ave,,Jackson Heights,NY,11372,Queens,718-899-0200
NUPTAM SERVICES INC,2754 Third Ave,,Bronx,NY,10455,Bronx,718-401-3900
NVR Pharmacy Inc,61 E Mt Eden Ave,,Bronx,NY,10452,Bronx,718-583-3575
NY 38 LLC,136-11 38Th. Ave.,,Flushing,NY,11354,Queens,718-939-8787
NY 41 LLC,41-46 Main Street,,Flushing,NY,11355,Queens,718-359-8881
NY 88 LLC,4404 Kissena Blvd.,,Flushing,NY,11355,Queens,718-539-8989
NY Drugs Inc,706 Castle Hill Avenue,Abs411996,Bronx,NY,10473,Bronx,718-319-8200
NY ELM Pharmacy Inc,3426 Union Street,,Flushing,NY,11354,Queens,718-463-2688
NY Family Pharmacy LLC,142-46 Roosevelt Ave.,,Flushing,NY,11354,Queens,718-888-0808
NY HEALTH PHARMACY INC,156-26 Northern Blvd,,Flushing,NY,11354,Queens,718-661-4440
NY HEART PHARMACY INC,15220 Northern Blvd,,Flushing,NY,11354,Queens,718-799-0800
NY Northern Pharmacy LLC,164-16 Northern Blvd,,Flushing,NY,11358,Queens,718-445-2470
NY NORTHERN PHARMACY2 INC,192-06 Northern Blvd,,Flushing,NY,11358,Queens,718-279-4888
NY81 LLC,81-14 Broadway,,Elmhurst,NY,11373,Queens,718-803-1188
NYPres Pharmacy Inc,1083 St Nicholas Ave Store 2,,New York,NY,10032,New York,646-918-6640
NZ PHARMACY INC,1296 Nostrand Ave,,Brooklyn,NY,11226,Kings,718-676-1497
O and K PHARMACY INC,7248 Main St,,Flushing,NY,11362,Queens,718-544-8500
OAKS PHARMACY INC.,417 Riverdale  Avenue,,Yonkers,NY,10705,Westchester,914-327-3555
OCEAN A and R PHARMACY INC,2806 Ocean Ave,,Brooklyn,NY,11229,Kings,347-462-9550
Ocean Breeze Associates LLC,1817 Hylan Blvd,,Staten Island,NY,10305,Richmond,718-987-2525
OCEANA EXPRESS PHARMACY INC,2009 Ave U,,Brooklyn,NY,11229,Kings,718-676-9666
OCEANIA CHEMIST INC,388 Neptune Ave,,Brooklyn,NY,11235,Kings,718-709-0192
OCEANIA PHARMACY INC,415 Brighton Beach Ave,,Brooklyn,NY,11235,Kings,718-769-5777
OFFICERX SPECIALTY PHARMACY INC,2130 Deer Park Ave,,Deer Park,NY,11729,,631-486-9898
Ohana Pharmacy Inc,1690 86Th Street,,Brooklyn,NY,11214,Kings,718-232-0900
OK Pharmacy and Surgical LLC,34-04 Union St,,Flushing,NY,11354,Queens,718-886-2227
Old Family Pharmacy,1917 Kings Highway,,Brooklyn,NY,11229,Kings,718-339-3500
OLD TOWN PHARMACY INC,1250 Hylan Blvd,,Staten Island,NY,10305,Richmond,718-815-2600
OLYMPE PHARMACY INC,1665 Nostrand Ave,,Brooklyn,NY,11226,Kings,718-484-7070
OM SAI DRUGS CORP,6644 Forest Ave,,Ridgewood,NY,11385,Queens,718-417-4700
OME Drug Corp,1611 Broadway,Unit B,Brooklyn,NY,11207,Kings,718-942-4842
OMEGA PHARMACY,1439 Amsterdam Ave.,,New York,NY,10027,New York,212-234-4666
Omkara Health Inc,72 Manhattan Ave,,Brooklyn,NY,11206,Kings,718-388-8556
OMM PHARMACY LLC,942 Manhattan Ave,,Brooklyn,NY,11222,Kings,718-500-4928
ONE SOURCE HOMECARE SUPPLIES INC,44 E Post Road,,White Plains,NY,10601,Westchester,914-948-4878
ONE SOURCE PHARMACY CORP,2590 Steinway Street,,Astoria,NY,11103,Queens,718-721-5900
One Source Pharmacy Services Inc,4480 Broadway,,New York,NY,10040,New York,212-567-3384
ONE SPOT PHARMACY LLC,5015 8Th Avenue,,Brooklyn,NY,11220,Kings,347-889-7050
One Stop Pharmacy Corp,176 East 161St St,,Bronx,NY,10451,Bronx,718-292-3801
Optima Pharmacy Inc,91-01 37Th Ave.,,Jackson Heights,NY,11372,Queens,718-424-9275
Osayuware Inc,636 Nostrand Ave,Abs743462,Brooklyn,NY,11216,Ny,718-363-1095
OSWEGO VALLEY PHARMACY INC,464 Main Street,,Phoenix,NY,13135,Oswego,315-695-4200
Our Choice Inc,124-01C Liberty Ave,,Richmond Hill,NY,11419,Queens,718-845-0200
OUR TOWN PHARMACY INC,6945 Grand Ave,,Maspeth,NY,11378,Queens,718-433-9907
Oval Pharmacy Corp,1500 Metropolitan Ave,,Bronx,NY,10462,Bronx,718-823-0688
OXFORD PHARMACY INC,264 Flatbush Avenue,,Brooklyn,NY,11217,Kings,929-298-0369
OZ PHARMA INC,322 E 149Th Street,,Bronx,NY,10451,Bronx,718-292-8892
P and S PHARMACY LLC,2930 Route 209 Po Box 897,,Wurtsboro,NY,12790,Sullivan,845-888-2614
P.A.B. Pharmacy Inc,1115 Nostrand Ave,,Brooklyn,NY,11225,Kings,718-649-1111
Pakam Pharmacy Inc ,597 Marcy Ave,,Brooklyn,NY,11206,Kings,718-486-5255
Palm Gate Pharmacy,583 Knickerbocker Ave,,Brooklyn,NY,11221,Kings,718-381-6084
Pancare Pharmacy Inc,22 Bowery,,New York,NY,10013,New York,212-240-2312
PANTAK INC,53-82 65Th Place,,Maspeth,NY,11378,Queens,718-429-4646
Papa Food Market Dollar Deals Inc,1562 E174 St,,Bronx,NY,10472,Bronx,917-698-3683
Papas Pharmacy LLC,3979 Laconia Ave,,Bronx,NY,10466,Bronx,347-947-9500
Park Chemists 4 AV LLC,500 4Th Ave,,Brooklyn,NY,11215,Kings,718-567-5444
Park Chemists LLC,164 5Th Avenue,,Brooklyn,NY,11217,Kings,718-393-5555
Park Drugs Inc,693 Broadway,,Brooklyn,NY,11206,Kings,347-987-3380
PARK HEALTH PHARMACY INC,131-24 Rockaway Blvd,,South Ozone Park,NY,11420,Queens,718-322-3261
Park Place Pharmacy,160 Park Place,,Brooklyn,NY,11217,Kings,718-857-4000
Park Plaza Pharma Inc,1773 University Avenue,,Bronx,NY,10453,Bronx,718-583-5900
Park Rx Inc,836 Broadway,Abs721041,Brooklyn,NY,11206,Kings,718-388-7228
"PARKARE PHARMACY, INC",2158 Starling Ave,,Bronx,NY,10462,Bronx,718-239-3500
Parkchester Family Pharmacy,1445 Unionport Rd,,Bronx,NY,10462,Bronx,347-851-2688
Parkside Express Pharmacy Inc,685 Flatbush Ave,,Brooklyn,NY,11225,Kings,347-529-1843
Parkway Drugs of Oneida County Inc,1256 Albany St.,Abs561980,Utica,NY,13501,Oneida,315-735-3525
Parkway Drugs of Oneida County North Inc,350 Leland Ave,Abs561976,Utica,NY,13502,Oneida,315-624-9988
PARKWAY DRUGS OF ONEIDA COUNTY SOUTH INC,485 French Rd,,Utica,NY,13502,Oneida,315-792-4669
Parsha Inc,114-34 Sutphin Blvd.,,Jamaica,NY,11434,Queens,718-925-9259
PARSONS PHARMACY INC,144-14 Northern Blvd,,Flushing,NY,11354,Queens,718-888-7817
Parvjayron Corp,1341 Saint Nicholas Ave,,New York,NY,10033,New York,212-795-3033
Paul L Mattiola,500 Tompkins Ave,,Staten Island,NY,10305,Richmond,718-727-0426
PBS DRUGS INC,126 Jackson St.,,Hempstead,NY,11550,Nassau,516-483-2800
Peace Love Pharmacy Inc,63-52 Woodhaven Blvd,,Rego Park,NY,11374,Queens,718-651-1000
PEACE PHARMACY INC,2366 University Avenue,,Bronx,NY,10468,Bronx,718-684-4430
Peekskill Pharmacy Inc,950 Main Street,,Peekskill,NY,10566,Westchester,914-737-3076
PEG APOTHECARY INC,4295 Katonah Ave,,Bronx,NY,10470,Bronx,718-944-0862
Pelham Pharmacy,2171 White Plains Rd,Abs699353,Bronx,NY,10462,Bronx,917-708-9700
People Choice Pharmacy Inc,527 Grand Street,,New York,NY,10002,New York,212-388-0888
PEOPLES DRUG RX INC,3176 Bainbridge Ave,,Bronx,NY,10467,Bronx,347-346-7600
Perfexon Drug,86-15 Justice Ave,,Elmhurst,NY,11373,Queens,718-760-2600
PGU Pharmacy,1229 Franklin Ave,,Bronx,NY,10456,Bronx,347-597-7999
PHAMCO DRUGS INC,802 Nostrand Ave,,Brooklyn,NY,11216,Kings,718-604-2585
Phamco Inc,100 Front Street,,Greenport,NY,11944,Suffolk,631-477-1111
Pharm J Inc,1205 Ave. J,,Brooklyn,NY,11230,Kings,718-258-6686
Pharmacare Inc,2454 Adam Clayton Powell Blvd,,New York,NY,10030,New York,212-862-0505
PHARMACHOICE PHARMACY 2 INC,2509 30Th Ave,,Astoria,NY,11102,Queens,347-639-0007
PHARMACHOICE PHARMACY INC,25-78 Steinway Street,,Astoria,NY,11103,Queens,718-728-6070
Pharmacia Popular Inc,17 Marcus Garvey Blvd,,Brooklyn,NY,11206,Kings,718-218-9346
Pharmaco Inc,216 Canal St,,New York,NY,10013,New York,212-513-1344
PHARMACY 4 U INC,1919 A Ave U,,Brooklyn,NY,11229,Kings,718-676-9770
Pharmacy At The Wave Inc,104 West End Ave,,Brooklyn,NY,11235,Kings,718-891-4300
Pharmacy Depot LLC,317 Brighton Beach Ave,,Brooklyn,NY,11235,Kings,718-646-0001
PHARMACY ON BAY STREET INC,1209 Bay Street,,Staten Island,NY,10305,Richmond,929-269-7000
"Pharmacy Plus Surgical Supplies, Inc",1770-D Westchester Ave,,Bronx,NY,10472,Bronx,718-430-0911
Pharmacy Specialist Group II,743 E 9Th St,,New York,NY,10009,New York,212-387-8800
Pharmacy Specialist Group III Inc,52 Willoughby Street,,Brooklyn,NY,11201,Kings,718-643-6300
Pharmacy World Inc,200-11 Hollis Ave,,St. Albans,NY,11412,Queens,718-217-8230
Pharmax Inc,207 Grand St,,New York,NY,10013,New York,212-343-1252
PharmCare Plus Inc,21-09A 31St St,Abs765546,Astoria,NY,11105,Queens,347-848-0455
PHARMEX PHARMACY INC,142-08 Rockaway Blvd,,Jamaica,NY,11436,Queens,917-444-1985
PHARMEX PHARMACY INC,142-08 Rockaway Blvd,,Jamaica,NY,11436,Queens,917-444-1985
Pharmore Drugs Inc,510 Ocean Avenue,,Brooklyn,NY,11226,Kings,718-282-3600
Pharmore RX Inc,337 E 149Th Street,,Bronx,NY,10451,Bronx,646-314-7954
PHD PHARMACEUTICAL SERVICES INC,135-32 Roosevelt Ave,,Flushing,NY,11354,Queens,718-359-5605
PHILLIPS PHARMACY INC,3921 9Th Avenue,,Brooklyn,NY,11232,Kings,718-435-7790
PHILS PILL PHARMACY INC,8387 Woodhaven Blvd,,Jamaica,NY,11421,Queens,718-480-6484
PILGRIM PHARMACY INC,2941 Westchester Ave,,Bronx,NY,10461,Bronx,718-823-1085
PILL BOX RX LLC,11042 Flatlands Avenue,,Brooklyn,NY,11207,Kings,718-928-7277
Pine Plains Pharmacy INC,2965 Church Street,,Pine Plains,NY,12567,Dutchess,518-398-5588
Pinebrook Rx Inc,1183 Jerome Ave,,Bronx,NY,10452,Bronx,718-992-8182
PITKIN EXPRESS CARE PHARMACY INC,1672 Pitkin Ave,,Brooklyn,NY,11212,Kings,347-627-4778
PJP Pharmacy Inc,621 East Tremont Ave,Abs761039,Bronx,NY,10457,Bronx,718-466-5695
PJP Pharmacy Inc,621 East Tremont Ave,,Bronx,NY,10457,Bronx,718-466-5695
PK Pharmacy Inc,811 Southern Blvd,,Bronx,NY,10459,Bronx,718-872-7730
PLAINVIEW FAMILY PHARMACY INC,142-A Manetto Hill Rd,,Plainview,NY,11803,Nassau,516-932-7077
PLANET RX CHEMISTS LTD,2813 Cropsey Ave,,Brooklyn,NY,11214,Kings,718-975-7525
Plus Drugs Inc,209-31 Northern Blvd,,Bayside,NY,11361,Queens,718-352-1234
PNY INC,180 E Central Ave,,Spring Valley,NY,10977,Rockland,845-352-0490
Polkor Pharmacy Inc,831 Manhattan Avenue,,Brooklyn,NY,11222,Kings,718-389-0389
Polsak Corp.,1018 Ogden Ave.,,Bronx,NY,10452,Bronx,718-538-8183
PPC Pharmacy Inc,1272 Boston Road,,Bronx,NY,10456,Bronx,718-991-4000
Pramukh Drugs Corp,65-62 Myrtle Avenue,,Glendale,NY,11385,Queens,347-227-8188
Pranam Healthcare LLC,1381 Saint Nicholas Ave,,New York,NY,10033,New York,212-928-7263
Prayosha Pharmacy Inc,54 East 183Rd Street,,Bronx,NY,10453,Bronx,718-220-1900
Precare Pharmacy Inc,340A East 149Th St,,Bronx,NY,10451,Bronx,347-591-4423
Preferred Pharmacy Inc Hempstead,175 Fulton Ave,,Hempstead,NY,11550,Nassau,516-483-5000
PREM PHARMACY CORP,829 57Th Street,,Brooklyn,NY,11220,Kings,718-428-4628
Premed Pharmacy Inc,6324 4Th Avenue,,Brooklyn,NY,11220,Kings,718-567-9100
"Premier One Pharmacy, Inc.",4112A Main St,,Flushing,NY,11355,Queens,718-886-7128
Premier Rx Corp,397 Fulton Avenue,,Hempstead,NY,11550,Nassau,516-483-3000
Premium Pharmacy 2 Inc,3719 Main Street,,Flushing,NY,11354,Queens,718-886-7178
PRESTIGE CARE PHARMACY INC,1190 Gravesend Neck Rd,,Brooklyn,NY,11229,Kings,718-676-6691
Prestige Rx LLC,858 Dekalb Avenue,,Brooklyn,NY,11221,Kings,646-517-0370
Primacare Pharmacy Inc,41-28 Main St,Store #5,Flushing,NY,11355,Queens,718-886-8968
Primacare Pharmacy Inc,41-28 Main Street,Store #5,Flushing,NY,11355,Queens,718-886-8968
Primacare Plus Pharmacy Inc,37-03 Main St,,Flushing,NY,11354,Queens,718-886-5683
Primary Care Pharmacy Inc,90-20 Sutphin Blvd.,Abs409302,Jamaica,NY,11435,Queens,718-291-4747
PRIME CARE DRUG AND SURGICALS CORP,2066 Flatbush Ave,,Brooklyn,NY,11234,Kings,718-513-6644
Prime Health Pharmacy LLC,1417 Bedford Avenue,,Brooklyn,NY,11216,Kings,718-676-4405
PRIME PHARMACY INC,4515 Greenpoint Ave,,Sunnyside,NY,11104,Queens,718-786-6600
PRIME RX SPECIALTY PHARMACY INC,2773 3Rd Ave,,Bronx,NY,10455,Bronx,718-292-4139
Prince Pharmacy Inc,39-07 Prince St Ste 1E,,Flushing,NY,11354,Queens,718-888-9576
PRO AID PHARMACY INC,728 W 181St St Store #5,,New York,NY,10033,New York,646-791-2400
PRO LIFE APOTHECARY CORP,1235 1St Avenue,,New York,NY,10065,New York,212-628-1110
Pro Rx Inc,3835 Broadway,,New York,NY,10032,New York,212-927-0220
PROSERV PHARMACY LLC,3789 E Tremont Ave,,Bronx,NY,10465,Bronx,718-828-4088
PROSPECT CARE PHARMACY INC,596 5Th Avenue,,Brooklyn,NY,11215,Kings,347-725-4600
PSK Rx Inc,2702 3Rd Avenue,,Bronx,NY,10454,Bronx,718-665-1410
PSM Rx LLC,75 1St Street,,Newark,NY,07107,Essex,862-240-1444
PURE HEALTH PHARMACY LLC,8014 18Th Avenue,,Brooklyn,NY,11214,Kings,718-236-2747
PVR Drugs Inc,567 Courtlandt Ave,,Bronx,NY,10451,Bronx,718-585-1117
Pyak Family LLC,63106 Woodhaven Blvd,,Rego Park,NY,11374,,718-606-8965
Pyramids Health LLC,556 Atlantic Ave,,Brooklyn,NY,11217,Kings,347-889-6055
Pyramids Rx Pharmacy Inc,6806 4Th Avenue,,Brooklyn,NY,11220,Kings,718-748-1400
Qasim Pharmacy Inc,934 Myrtle Ave,,Brooklyn,NY,11206,Kings,718-919-5075
Quality Care Pharmacy Inc2,50 Warburton Ave,,Yonkers,NY,10701,Westchester,914-966-0225
QUALITY CARE RX INC,7805 Roosevelt Ave,,Jackson Heights,NY,11372,Queens,718-861-2777
Quality Life Pharmacy,71-68 Yellowstone Blvd,Abs718589,Forest Hills,NY,11375,Queens,718-544-7182
Quality Pharmacy Inc1,249 Middle Country Road,,Selden,NY,11784,Suffolk,631-732-7373
Queens Central Pharmacy Inc,116-08 Queens Blvd,Abs767995,Forest Hills,NY,11375,Queens,718-268-8060
Queens Express Pharmacy,34-54 Junction Blvd,Abs417648,Jackson Heights,NY,11372,Queens,718-565-1005
QUEENS UNITY PHARMACY INC,168-12 Hillside Ave,,Jamaica,NY,11432,Queens,718-206-9096
Queens Village Pharmacy Inc,21444 Hillside Ave,,Queens Village,NY,11427,Queens,718-776-1123
Queensbridge Plaza Pharmacy Corp,10-37 41St Ave,,Long Island City,NY,11101,Queens,718-707-0705
Queenscare Pharmacy Corp,8446 Jamaica Ave,Abs562481,Woodhaven,NY,11421,Queens,718-480-6597
QUICK CARE PHARMACY INC,2314 Coney Island Avenue,,Brooklyn,NY,11223,Kings,718-375-5700
QUICK SCRIPTS INC,8342 Parsons Blvd,,Jamaica,NY,11432,Queens,718-658-9300
QW PHARMACY INC,54 03 Roosevelt Ave,,Woodside,NY,11377,Queens,917-745-0444
R AND A DRUGS INC,2562 East Tremont Avenue,,Bronx,NY,10461,Bronx,347-398-5404
R and I Rx Center Inc,342 Beach 54Th Street,,Arverne,NY,11692,Queens,718-634-5890
R AND M DRUG CORP,25707 Union Tpke,,Glen Oaks,NY,11004,Queens,718-343-0070
R and R Pharmacy Corp,1147 Fulton St.,Abs546836,Brooklyn,NY,11238,Kings,718-622-4743
R and S PRIME RX INC,1963 Grand Concourse,,Bronx,NY,10453,Bronx,718-299-4400
R L MT VERNON PHARMACY INC,107 W 4 St,,Mount Vernon,NY,10550,Westchester,914-699-0235
"R&D Brothers, Inc.",112-10 Springfield Blvd,,Queens Village,NY,11429,Queens,718-464-7777
RAFIEH PHARMACY INC,70 Lee Avenue,,Brooklyn,NY,11211,Kings,718-782-5567
Ragab Inc,677 4Th Avenue,,Brooklyn,NY,11232,Kings,718-499-7410
Rahimu Pharmacy Inc,607 Soundvew Ave,,Bronx,NY,10473,Bronx,718-991-7550
RAHMA PHARMACY INC,964 Broadway Street,,Buffalo,NY,14212,Erie,716-892-5555
Rainbow Care Pharma Inc,135-42 Roosevelt Ave,,Flushing,NY,11354,Queens,718-886-5899
Rajani Inc,79-01 Main Street,Abs527216,Flushing,NY,11367,Queens,718-969-3314
Ralph Drugs Inc,15 Macdougal St,,Brooklyn,NY,11233,Kings,718-773-4988
Ram Thakur Ent Inc,88-20B Van Wyck Expressway,,Richmond Hill,NY,11418,Queens,718-658-0012
RANBOW SUPPLY OF NY INC,63-22 Austin St,,Rego Park,NY,11374,Queens,718-326-2822
